place,bedRoom,bathroom,balcony,facing,agePossession,Direction,built_up_area,servant room,furnishing_type,luxury_category,floor_category,price
104.0,2.0,2.0,1.0,0.0,3.0,0.0,645.0,0.0,0.0,1.0,1.0,0.27
104.0,3.0,2.0,2.0,0.0,3.0,0.0,1251.0,0.0,0.0,1.0,1.0,0.54
41.0,3.0,2.0,1.0,5.0,3.0,2.0,1283.0,0.0,0.0,1.0,2.0,1.05
16.0,2.0,1.0,1.0,1.0,3.0,2.0,642.0,0.0,0.0,1.0,1.0,0.26
16.0,2.0,1.0,1.0,4.0,3.0,2.0,716.0,0.0,0.0,2.0,1.0,0.26
16.0,1.0,1.0,1.0,6.0,3.0,2.0,385.0,0.0,0.0,1.0,1.0,0.17
16.0,2.0,2.0,1.0,3.0,3.0,2.0,744.0,0.0,0.0,1.0,1.0,0.29
104.0,2.0,2.0,1.0,7.0,3.0,0.0,701.0,0.0,0.0,2.0,1.0,0.29
104.0,2.0,2.0,1.0,5.0,3.0,0.0,761.0,0.0,0.0,2.0,2.0,0.32
16.0,3.0,2.0,1.0,1.0,3.0,2.0,988.0,0.0,0.0,1.0,2.0,0.57
16.0,2.0,2.0,1.0,2.0,3.0,2.0,719.0,0.0,0.0,1.0,1.0,0.36
16.0,3.0,2.0,1.0,6.0,3.0,2.0,964.0,0.0,0.0,2.0,1.0,0.45
104.0,2.0,2.0,1.0,1.0,3.0,0.0,727.0,0.0,0.0,1.0,2.0,0.26
16.0,3.0,2.0,1.0,1.0,3.0,2.0,1155.0,0.0,0.0,1.0,1.0,0.68
104.0,3.0,2.0,1.0,5.0,3.0,0.0,1454.0,0.0,0.0,2.0,2.0,0.6
104.0,2.0,2.0,1.0,6.0,3.0,0.0,749.0,0.0,0.0,2.0,2.0,0.28
104.0,3.0,2.0,1.0,0.0,3.0,0.0,984.0,0.0,0.0,2.0,1.0,0.37
104.0,2.0,2.0,1.0,4.0,3.0,0.0,787.0,0.0,0.0,2.0,1.0,0.3
104.0,2.0,2.0,1.0,6.0,3.0,0.0,659.0,0.0,0.0,2.0,1.0,0.25
104.0,2.0,2.0,1.0,4.0,3.0,0.0,894.0,0.0,0.0,2.0,2.0,0.3
104.0,2.0,2.0,0.0,1.0,3.0,0.0,749.0,0.0,0.0,1.0,1.0,0.26
104.0,2.0,2.0,1.0,6.0,3.0,0.0,749.0,0.0,0.0,1.0,2.0,0.27
104.0,3.0,2.0,1.0,2.0,3.0,0.0,984.0,0.0,0.0,1.0,1.0,0.36
104.0,2.0,2.0,1.0,2.0,3.0,0.0,712.0,0.0,0.0,1.0,1.0,0.28
104.0,2.0,2.0,1.0,3.0,3.0,0.0,701.0,0.0,0.0,1.0,2.0,0.28
3.0,3.0,2.0,1.0,0.0,0.0,2.0,1009.0,0.0,0.0,1.0,2.0,0.5
104.0,2.0,2.0,1.0,3.0,3.0,0.0,719.0,0.0,0.0,2.0,2.0,0.29
2.0,3.0,2.0,2.0,6.0,0.0,2.0,984.0,0.0,0.0,1.0,1.0,0.55
100.0,3.0,2.0,1.0,4.0,3.0,2.0,984.0,0.0,0.0,1.0,1.0,0.55
73.0,3.0,2.0,2.0,6.0,3.0,2.0,1064.0,0.0,2.0,1.0,1.0,0.58
57.0,3.0,2.0,1.0,4.0,3.0,2.0,1078.0,0.0,0.0,1.0,1.0,0.69
57.0,3.0,2.0,1.0,4.0,3.0,2.0,1095.0,0.0,0.0,2.0,1.0,0.8
34.0,3.0,2.0,2.0,6.0,3.0,2.0,1121.0,0.0,0.0,1.0,1.0,0.75
100.0,2.0,2.0,1.0,6.0,3.0,2.0,727.0,0.0,0.0,1.0,1.0,0.51
83.0,3.0,2.0,1.0,5.0,3.0,2.0,958.0,0.0,0.0,1.0,1.0,0.6
2.0,1.0,1.0,1.0,0.0,3.0,2.0,389.0,0.0,0.0,1.0,1.0,0.18
114.0,3.0,2.0,1.0,3.0,3.0,2.0,1116.0,0.0,0.0,1.0,2.0,0.85
2.0,2.0,2.0,1.0,5.0,3.0,2.0,770.0,0.0,0.0,1.0,1.0,0.45
34.0,3.0,2.0,1.0,4.0,3.0,2.0,1454.0,0.0,0.0,1.0,2.0,0.98
2.0,4.0,3.0,1.0,0.0,3.0,2.0,2395.0,0.0,0.0,1.0,2.0,1.45
34.0,2.0,2.0,1.0,0.0,3.0,2.0,748.0,0.0,0.0,2.0,1.0,0.44
34.0,2.0,2.0,1.0,0.0,3.0,2.0,748.0,1.0,0.0,2.0,1.0,0.49
34.0,3.0,3.0,1.0,5.0,3.0,2.0,1488.0,0.0,0.0,2.0,1.0,0.87
32.0,2.0,1.0,1.0,6.0,3.0,1.0,684.0,0.0,0.0,1.0,1.0,0.3
32.0,1.0,1.0,0.0,1.0,3.0,1.0,420.0,0.0,0.0,2.0,2.0,0.19
32.0,1.0,1.0,1.0,7.0,3.0,1.0,474.0,0.0,0.0,2.0,2.0,0.21
32.0,1.0,1.0,0.0,5.0,3.0,1.0,360.0,0.0,0.0,2.0,2.0,0.16
32.0,2.0,2.0,1.0,5.0,3.0,1.0,615.0,0.0,0.0,1.0,1.0,0.27
66.0,3.0,2.0,1.0,5.0,3.0,1.0,1056.0,0.0,0.0,1.0,2.0,0.58
104.0,3.0,2.0,1.0,2.0,3.0,0.0,984.0,0.0,0.0,1.0,1.0,0.39
104.0,2.0,2.0,1.0,1.0,3.0,0.0,749.0,0.0,0.0,2.0,1.0,0.29
104.0,2.0,2.0,1.0,2.0,3.0,0.0,857.0,0.0,0.0,2.0,1.0,0.4
104.0,2.0,2.0,1.0,6.0,3.0,0.0,849.0,0.0,0.0,0.0,2.0,0.45
104.0,3.0,2.0,1.0,5.0,3.0,0.0,1068.0,0.0,0.0,0.0,2.0,0.65
104.0,2.0,2.0,1.0,3.0,3.0,0.0,807.0,0.0,0.0,2.0,1.0,0.4
104.0,3.0,3.0,1.0,1.0,3.0,0.0,1082.0,0.0,0.0,0.0,0.0,0.88
104.0,2.0,2.0,1.0,6.0,3.0,0.0,834.0,0.0,2.0,0.0,2.0,0.64
104.0,2.0,2.0,1.0,1.0,3.0,0.0,527.0,0.0,2.0,1.0,2.0,0.28
104.0,2.0,2.0,1.0,3.0,3.0,0.0,650.0,0.0,0.0,1.0,1.0,0.3
104.0,3.0,2.0,1.0,3.0,3.0,0.0,1082.0,0.0,0.0,0.0,2.0,0.89
13.0,3.0,2.0,1.0,5.0,3.0,1.0,1168.0,0.0,0.0,1.0,1.0,0.51
16.0,2.0,2.0,1.0,0.0,3.0,2.0,737.0,1.0,0.0,1.0,1.0,0.34
16.0,2.0,2.0,1.0,4.0,3.0,2.0,846.0,1.0,0.0,1.0,1.0,0.34
16.0,2.0,2.0,1.0,1.0,3.0,2.0,714.0,0.0,0.0,1.0,1.0,0.33
129.0,2.0,2.0,1.0,5.0,3.0,2.0,654.0,0.0,0.0,1.0,1.0,0.28
129.0,2.0,2.0,1.0,7.0,3.0,2.0,654.0,0.0,0.0,1.0,1.0,0.28
26.0,3.0,2.0,1.0,3.0,3.0,0.0,1197.0,0.0,0.0,0.0,1.0,1.21
104.0,2.0,2.0,1.0,0.0,3.0,0.0,676.0,0.0,0.0,1.0,2.0,0.27
104.0,3.0,2.0,1.0,1.0,3.0,0.0,938.0,0.0,0.0,1.0,2.0,0.37
5.0,2.0,2.0,1.0,2.0,3.0,1.0,678.0,0.0,0.0,1.0,1.0,0.22
5.0,2.0,2.0,1.0,5.0,3.0,1.0,614.0,0.0,0.0,1.0,2.0,0.2
6.0,3.0,2.0,1.0,3.0,3.0,1.0,967.0,0.0,0.0,1.0,1.0,0.32
16.0,2.0,2.0,1.0,6.0,3.0,2.0,733.0,0.0,0.0,2.0,2.0,0.31
90.0,3.0,4.0,4.0,4.0,0.0,0.0,2224.0,1.0,0.0,0.0,2.0,1.65
120.0,3.0,2.0,1.0,6.0,3.0,2.0,898.0,0.0,0.0,2.0,2.0,0.35
90.0,3.0,2.0,1.0,6.0,0.0,0.0,1088.0,0.0,0.0,2.0,0.0,1.45
90.0,2.0,2.0,1.0,0.0,3.0,0.0,942.0,0.0,0.0,0.0,1.0,0.72
90.0,2.0,2.0,2.0,3.0,3.0,0.0,908.0,0.0,0.0,0.0,0.0,1.4
104.0,3.0,2.0,1.0,0.0,0.0,0.0,1185.0,0.0,0.0,0.0,1.0,0.58
129.0,2.0,2.0,1.0,5.0,3.0,2.0,787.0,0.0,0.0,2.0,2.0,0.75
85.0,2.0,2.0,1.0,2.0,3.0,2.0,895.0,0.0,0.0,0.0,1.0,0.4
85.0,2.0,2.0,1.0,2.0,3.0,2.0,556.0,0.0,0.0,2.0,1.0,0.22
122.0,3.0,2.0,1.0,6.0,3.0,2.0,856.0,0.0,0.0,2.0,2.0,0.39
85.0,3.0,2.0,1.0,5.0,3.0,2.0,1021.0,0.0,0.0,2.0,2.0,0.46
82.0,2.0,2.0,1.0,6.0,0.0,2.0,642.0,0.0,0.0,1.0,2.0,0.32
59.0,2.0,2.0,1.0,2.0,3.0,2.0,663.0,0.0,0.0,2.0,2.0,0.35
104.0,3.0,3.0,1.0,7.0,3.0,0.0,948.0,0.0,0.0,0.0,1.0,0.85
27.0,2.0,2.0,1.0,0.0,0.0,0.0,679.0,0.0,0.0,0.0,1.0,0.38
90.0,2.0,2.0,1.0,5.0,0.0,0.0,1107.0,0.0,2.0,2.0,0.0,1.0
126.0,2.0,2.0,1.0,5.0,1.0,0.0,796.0,0.0,0.0,2.0,1.0,0.87
85.0,2.0,2.0,1.0,2.0,3.0,2.0,727.0,0.0,0.0,2.0,1.0,0.44
8.0,3.0,3.0,3.0,4.0,2.0,2.0,2235.0,1.0,0.0,1.0,2.0,3.95
1.0,4.0,4.0,2.0,4.0,3.0,2.0,2972.0,0.0,0.0,1.0,1.0,4.69
116.0,2.0,2.0,1.0,3.0,3.0,2.0,599.0,0.0,0.0,2.0,1.0,0.21
16.0,2.0,2.0,1.0,2.0,3.0,2.0,813.0,0.0,0.0,2.0,2.0,0.33
12.0,3.0,2.0,1.0,6.0,3.0,2.0,855.0,0.0,0.0,2.0,2.0,0.41
7.0,2.0,2.0,1.0,5.0,0.0,2.0,727.0,0.0,0.0,2.0,1.0,0.23
106.0,3.0,2.0,1.0,2.0,3.0,2.0,1052.0,0.0,0.0,1.0,1.0,0.4
10.0,3.0,2.0,1.0,4.0,1.0,2.0,1133.0,0.0,0.0,1.0,2.0,0.71
129.0,3.0,2.0,1.0,4.0,1.0,2.0,855.0,0.0,0.0,1.0,1.0,0.65
10.0,2.0,2.0,0.0,4.0,3.0,2.0,796.0,0.0,0.0,1.0,1.0,0.42
52.0,3.0,2.0,1.0,2.0,1.0,2.0,941.0,0.0,0.0,2.0,1.0,0.68
23.0,3.0,2.0,3.0,3.0,3.0,1.0,1091.0,0.0,0.0,1.0,2.0,0.43
104.0,2.0,2.0,1.0,7.0,3.0,0.0,841.0,0.0,0.0,1.0,2.0,0.29
90.0,6.0,4.0,2.0,4.0,3.0,0.0,2139.0,0.0,0.0,1.0,2.0,1.15
90.0,3.0,2.0,2.0,0.0,3.0,0.0,1069.0,0.0,0.0,1.0,1.0,0.61
129.0,3.0,2.0,1.0,4.0,2.0,2.0,1061.0,0.0,0.0,1.0,2.0,0.55
51.0,3.0,2.0,2.0,2.0,1.0,2.0,1091.0,0.0,0.0,1.0,1.0,1.15
104.0,2.0,2.0,1.0,5.0,1.0,0.0,767.0,0.0,0.0,1.0,2.0,0.43
8.0,3.0,2.0,1.0,5.0,1.0,2.0,1151.0,0.0,0.0,2.0,2.0,1.25
8.0,3.0,2.0,1.0,5.0,3.0,2.0,1249.0,0.0,0.0,2.0,1.0,1.36
70.0,2.0,2.0,1.0,5.0,3.0,2.0,855.0,0.0,0.0,1.0,1.0,0.65
100.0,3.0,3.0,1.0,5.0,3.0,2.0,1459.0,0.0,0.0,2.0,2.0,1.11
90.0,2.0,2.0,1.0,2.0,3.0,1.0,798.0,0.0,0.0,1.0,2.0,0.33
5.0,3.0,2.0,2.0,0.0,3.0,1.0,956.0,0.0,0.0,1.0,2.0,0.45
5.0,2.0,2.0,1.0,7.0,3.0,1.0,736.0,0.0,0.0,1.0,2.0,0.34
97.0,3.0,2.0,1.0,2.0,2.0,2.0,1069.0,0.0,0.0,1.0,2.0,0.77
82.0,4.0,4.0,4.0,3.0,2.0,2.0,2566.0,0.0,2.0,1.0,2.0,1.6
82.0,3.0,2.0,1.0,4.0,0.0,2.0,1048.0,0.0,0.0,1.0,1.0,0.67
129.0,4.0,3.0,3.0,0.0,3.0,2.0,2286.0,0.0,0.0,1.0,2.0,2.25
42.0,2.0,2.0,1.0,0.0,3.0,2.0,754.0,0.0,0.0,1.0,1.0,0.38
121.0,2.0,2.0,1.0,0.0,3.0,2.0,727.0,0.0,0.0,1.0,1.0,0.27
54.0,2.0,2.0,1.0,3.0,3.0,1.0,599.0,0.0,0.0,1.0,1.0,0.24
54.0,2.0,2.0,1.0,0.0,3.0,1.0,770.0,0.0,0.0,1.0,1.0,0.31
54.0,2.0,2.0,1.0,3.0,3.0,1.0,693.0,0.0,0.0,1.0,1.0,0.28
104.0,2.0,2.0,1.0,6.0,3.0,0.0,719.0,0.0,0.0,1.0,1.0,0.3
104.0,2.0,2.0,1.0,0.0,3.0,0.0,800.0,0.0,0.0,1.0,1.0,0.34
104.0,2.0,2.0,1.0,0.0,3.0,0.0,787.0,0.0,0.0,1.0,1.0,0.28
104.0,2.0,2.0,1.0,1.0,3.0,0.0,775.0,0.0,0.0,1.0,2.0,0.27
104.0,2.0,2.0,2.0,0.0,3.0,0.0,892.0,0.0,0.0,1.0,2.0,0.31
104.0,3.0,2.0,3.0,3.0,3.0,0.0,1044.0,0.0,0.0,1.0,1.0,0.36
73.0,3.0,2.0,1.0,2.0,0.0,2.0,1027.0,0.0,0.0,2.0,1.0,0.58
73.0,2.0,2.0,2.0,5.0,0.0,2.0,770.0,0.0,0.0,2.0,1.0,0.41
97.0,2.0,2.0,1.0,2.0,1.0,2.0,701.0,0.0,0.0,1.0,2.0,0.51
104.0,2.0,2.0,1.0,6.0,3.0,0.0,767.0,0.0,0.0,1.0,2.0,0.44
16.0,2.0,2.0,1.0,2.0,3.0,2.0,620.0,0.0,0.0,2.0,1.0,0.25
8.0,3.0,2.0,1.0,5.0,1.0,2.0,1248.0,0.0,0.0,1.0,1.0,1.36
34.0,3.0,2.0,3.0,3.0,3.0,2.0,1106.0,0.0,0.0,2.0,2.0,0.95
28.0,3.0,2.0,2.0,3.0,3.0,0.0,850.0,0.0,0.0,1.0,2.0,0.32
35.0,2.0,2.0,1.0,5.0,2.0,2.0,664.0,0.0,1.0,1.0,1.0,0.33
53.0,2.0,2.0,1.0,2.0,3.0,2.0,721.0,0.0,0.0,2.0,0.0,0.49
104.0,3.0,2.0,1.0,0.0,3.0,0.0,1082.0,0.0,0.0,2.0,0.0,0.9
88.0,3.0,2.0,1.0,5.0,3.0,2.0,994.0,0.0,0.0,2.0,1.0,0.46
88.0,2.0,2.0,1.0,3.0,3.0,2.0,708.0,0.0,0.0,2.0,1.0,0.33
86.0,2.0,1.0,0.0,6.0,1.0,2.0,536.0,0.0,0.0,2.0,1.0,0.25
25.0,3.0,3.0,1.0,1.0,3.0,1.0,1175.0,0.0,0.0,2.0,0.0,0.89
90.0,3.0,2.0,1.0,5.0,3.0,0.0,1369.0,0.0,0.0,1.0,1.0,0.86
90.0,3.0,2.0,1.0,3.0,3.0,0.0,1069.0,0.0,0.0,1.0,2.0,0.6
90.0,2.0,2.0,1.0,0.0,3.0,0.0,684.0,0.0,0.0,1.0,1.0,0.47
90.0,3.0,2.0,1.0,1.0,3.0,0.0,1112.0,0.0,0.0,1.0,2.0,0.65
122.0,2.0,2.0,1.0,6.0,3.0,2.0,749.0,0.0,0.0,2.0,2.0,0.3
59.0,2.0,2.0,1.0,4.0,3.0,2.0,615.0,0.0,0.0,1.0,1.0,0.27
85.0,2.0,2.0,1.0,4.0,3.0,2.0,612.0,0.0,0.0,1.0,1.0,0.3
78.0,2.0,2.0,1.0,4.0,2.0,2.0,955.0,1.0,1.0,1.0,2.0,1.4
8.0,3.0,3.0,0.0,4.0,2.0,2.0,1540.0,0.0,2.0,0.0,1.0,2.0
8.0,2.0,2.0,0.0,3.0,2.0,2.0,727.0,0.0,0.0,1.0,0.0,0.8
95.0,3.0,2.0,1.0,2.0,3.0,2.0,1187.0,0.0,0.0,2.0,1.0,1.25
123.0,4.0,4.0,1.0,4.0,3.0,2.0,2139.0,0.0,0.0,2.0,2.0,4.0
38.0,2.0,2.0,1.0,5.0,2.0,2.0,855.0,0.0,0.0,2.0,1.0,0.75
129.0,3.0,2.0,2.0,6.0,2.0,2.0,1177.0,0.0,0.0,1.0,2.0,0.95
82.0,3.0,2.0,1.0,5.0,0.0,2.0,1240.0,0.0,0.0,1.0,2.0,0.95
90.0,3.0,2.0,1.0,0.0,3.0,0.0,778.0,0.0,0.0,0.0,0.0,0.55
73.0,3.0,3.0,1.0,5.0,3.0,2.0,1380.0,0.0,0.0,2.0,1.0,0.86
73.0,3.0,2.0,1.0,5.0,3.0,2.0,1020.0,0.0,0.0,2.0,1.0,0.64
73.0,2.0,2.0,1.0,0.0,3.0,2.0,683.0,0.0,0.0,2.0,2.0,0.38
86.0,3.0,2.0,1.0,0.0,3.0,2.0,768.0,0.0,0.0,2.0,2.0,0.38
86.0,2.0,2.0,1.0,5.0,3.0,2.0,654.0,0.0,0.0,2.0,1.0,0.34
4.0,2.0,2.0,1.0,3.0,3.0,2.0,600.0,0.0,0.0,2.0,1.0,0.34
87.0,2.0,2.0,1.0,5.0,3.0,2.0,804.0,0.0,0.0,2.0,1.0,0.38
36.0,2.0,2.0,1.0,5.0,3.0,2.0,685.0,0.0,0.0,2.0,1.0,0.33
86.0,2.0,2.0,1.0,2.0,0.0,2.0,749.0,0.0,0.0,2.0,1.0,0.39
13.0,3.0,2.0,1.0,1.0,3.0,1.0,855.0,0.0,0.0,2.0,2.0,0.26
13.0,1.0,1.0,1.0,4.0,3.0,1.0,467.0,0.0,0.0,2.0,1.0,0.14
13.0,2.0,2.0,1.0,2.0,3.0,1.0,704.0,0.0,0.0,2.0,2.0,0.21
72.0,2.0,1.0,1.0,5.0,3.0,1.0,569.0,0.0,0.0,2.0,2.0,0.17
72.0,3.0,2.0,1.0,1.0,3.0,1.0,871.0,0.0,0.0,2.0,1.0,0.32
72.0,3.0,2.0,1.0,1.0,3.0,1.0,988.0,0.0,0.0,2.0,2.0,0.34
72.0,2.0,1.0,1.0,5.0,3.0,1.0,580.0,0.0,0.0,2.0,2.0,0.17
65.0,3.0,2.0,1.0,5.0,1.0,3.0,967.0,0.0,0.0,2.0,1.0,0.26
65.0,2.0,2.0,1.0,6.0,1.0,3.0,744.0,0.0,0.0,2.0,1.0,0.2
65.0,3.0,2.0,1.0,2.0,1.0,3.0,953.0,0.0,0.0,2.0,1.0,0.26
32.0,2.0,2.0,1.0,5.0,3.0,1.0,736.0,0.0,0.0,1.0,1.0,0.3
54.0,2.0,2.0,1.0,4.0,3.0,1.0,817.0,0.0,0.0,0.0,1.0,0.43
5.0,2.0,2.0,1.0,7.0,3.0,1.0,599.0,0.0,0.0,2.0,1.0,0.26
26.0,2.0,2.0,1.0,4.0,3.0,0.0,615.0,0.0,0.0,1.0,1.0,0.32
28.0,3.0,2.0,1.0,1.0,3.0,0.0,788.0,0.0,0.0,1.0,1.0,0.42
26.0,3.0,2.0,2.0,2.0,3.0,0.0,944.0,0.0,0.0,1.0,1.0,0.46
26.0,3.0,2.0,1.0,4.0,3.0,0.0,900.0,0.0,0.0,1.0,2.0,0.45
40.0,2.0,2.0,1.0,2.0,1.0,3.0,618.0,0.0,0.0,2.0,2.0,0.18
65.0,3.0,2.0,2.0,5.0,1.0,3.0,1115.0,0.0,0.0,2.0,2.0,0.35
65.0,3.0,2.0,1.0,6.0,1.0,3.0,911.0,0.0,0.0,0.0,2.0,0.29
65.0,2.0,2.0,2.0,3.0,1.0,3.0,924.0,0.0,0.0,0.0,2.0,0.29
65.0,2.0,2.0,1.0,2.0,1.0,3.0,928.0,0.0,0.0,0.0,1.0,0.29
65.0,2.0,2.0,1.0,2.0,1.0,3.0,543.0,0.0,0.0,2.0,1.0,0.14
65.0,3.0,2.0,1.0,2.0,1.0,3.0,749.0,0.0,0.0,2.0,1.0,0.21
65.0,2.0,2.0,1.0,3.0,1.0,3.0,749.0,0.0,0.0,2.0,1.0,0.21
40.0,2.0,2.0,1.0,2.0,1.0,3.0,577.0,0.0,0.0,2.0,1.0,0.16
65.0,2.0,2.0,1.0,3.0,1.0,3.0,515.0,0.0,0.0,1.0,1.0,0.14
65.0,2.0,2.0,1.0,6.0,1.0,3.0,775.0,0.0,0.0,2.0,2.0,0.23
65.0,2.0,2.0,1.0,5.0,1.0,3.0,623.0,0.0,0.0,2.0,2.0,0.18
65.0,2.0,2.0,1.0,5.0,1.0,3.0,650.0,0.0,0.0,2.0,1.0,0.17
65.0,2.0,2.0,1.0,2.0,1.0,3.0,578.0,0.0,0.0,2.0,1.0,0.16
65.0,2.0,2.0,1.0,5.0,1.0,3.0,633.0,0.0,0.0,2.0,1.0,0.16
10.0,3.0,3.0,2.0,5.0,2.0,2.0,1625.0,0.0,2.0,1.0,1.0,1.25
5.0,2.0,2.0,1.0,3.0,3.0,1.0,692.0,0.0,0.0,1.0,1.0,0.34
65.0,2.0,2.0,1.0,5.0,1.0,3.0,735.0,0.0,0.0,2.0,2.0,0.15
65.0,1.0,1.0,1.0,4.0,1.0,3.0,363.0,0.0,0.0,2.0,1.0,0.1
102.0,3.0,2.0,1.0,6.0,3.0,1.0,821.0,0.0,0.0,1.0,1.0,0.36
54.0,3.0,2.0,1.0,1.0,3.0,1.0,855.0,0.0,0.0,1.0,1.0,0.38
54.0,2.0,2.0,1.0,4.0,3.0,1.0,678.0,0.0,0.0,1.0,1.0,0.28
54.0,3.0,2.0,1.0,6.0,3.0,1.0,901.0,0.0,0.0,2.0,1.0,0.37
54.0,2.0,2.0,1.0,1.0,3.0,1.0,729.0,0.0,0.0,1.0,1.0,0.3
54.0,2.0,2.0,1.0,1.0,3.0,1.0,690.0,0.0,0.0,1.0,1.0,0.28
54.0,3.0,2.0,1.0,5.0,3.0,1.0,855.0,0.0,0.0,2.0,1.0,0.37
131.0,3.0,2.0,1.0,0.0,0.0,1.0,1573.0,0.0,0.0,2.0,1.0,1.1
65.0,2.0,2.0,1.0,2.0,1.0,3.0,663.0,0.0,0.0,2.0,1.0,0.21
65.0,2.0,2.0,1.0,6.0,3.0,3.0,648.0,0.0,0.0,2.0,2.0,0.19
65.0,2.0,2.0,1.0,2.0,3.0,3.0,522.0,0.0,0.0,2.0,1.0,0.15
65.0,2.0,2.0,1.0,0.0,3.0,3.0,807.0,0.0,0.0,2.0,2.0,0.24
65.0,3.0,2.0,2.0,0.0,3.0,3.0,997.0,0.0,0.0,2.0,2.0,0.3
65.0,2.0,2.0,1.0,3.0,3.0,3.0,684.0,0.0,0.0,2.0,1.0,0.22
65.0,2.0,2.0,1.0,5.0,3.0,3.0,706.0,0.0,0.0,2.0,2.0,0.22
65.0,3.0,2.0,2.0,1.0,3.0,3.0,855.0,0.0,0.0,1.0,1.0,0.27
5.0,2.0,2.0,1.0,5.0,3.0,1.0,684.0,0.0,0.0,2.0,2.0,0.34
5.0,3.0,2.0,1.0,7.0,3.0,1.0,855.0,0.0,0.0,2.0,1.0,0.42
5.0,2.0,2.0,1.0,5.0,3.0,1.0,855.0,0.0,0.0,2.0,2.0,0.35
32.0,2.0,2.0,1.0,4.0,3.0,1.0,732.0,0.0,0.0,1.0,1.0,0.39
32.0,2.0,2.0,1.0,1.0,3.0,1.0,666.0,0.0,0.0,0.0,1.0,0.35
54.0,1.0,1.0,1.0,5.0,3.0,1.0,385.0,0.0,0.0,1.0,1.0,0.16
54.0,3.0,2.0,1.0,5.0,3.0,1.0,984.0,0.0,0.0,1.0,2.0,0.52
54.0,2.0,2.0,1.0,5.0,3.0,1.0,815.0,0.0,0.0,1.0,2.0,0.42
54.0,2.0,2.0,1.0,2.0,3.0,1.0,817.0,0.0,0.0,1.0,1.0,0.43
54.0,2.0,2.0,1.0,2.0,3.0,1.0,787.0,0.0,0.0,1.0,1.0,0.41
54.0,2.0,2.0,1.0,2.0,3.0,1.0,815.0,0.0,0.0,1.0,1.0,0.43
5.0,2.0,2.0,1.0,3.0,3.0,1.0,800.0,0.0,0.0,1.0,1.0,0.39
5.0,2.0,2.0,1.0,3.0,3.0,1.0,761.0,0.0,0.0,1.0,2.0,0.37
5.0,3.0,2.0,1.0,3.0,3.0,1.0,855.0,0.0,0.0,1.0,1.0,0.42
5.0,2.0,2.0,1.0,5.0,0.0,1.0,692.0,0.0,2.0,1.0,2.0,0.31
5.0,2.0,2.0,1.0,0.0,3.0,1.0,822.0,0.0,0.0,1.0,2.0,0.36
5.0,2.0,2.0,1.0,0.0,3.0,1.0,821.0,0.0,0.0,1.0,1.0,0.36
5.0,2.0,1.0,1.0,1.0,3.0,1.0,684.0,0.0,0.0,1.0,1.0,0.32
5.0,2.0,2.0,1.0,0.0,3.0,1.0,821.0,0.0,0.0,1.0,1.0,0.4
5.0,2.0,2.0,1.0,5.0,3.0,1.0,650.0,0.0,0.0,1.0,1.0,0.32
85.0,2.0,2.0,1.0,5.0,3.0,2.0,778.0,0.0,0.0,0.0,2.0,0.29
85.0,2.0,2.0,1.0,6.0,3.0,2.0,821.0,0.0,0.0,0.0,1.0,0.31
85.0,2.0,2.0,1.0,0.0,3.0,2.0,830.0,0.0,0.0,0.0,2.0,0.31
14.0,2.0,2.0,1.0,2.0,3.0,2.0,719.0,0.0,0.0,0.0,1.0,0.28
14.0,2.0,2.0,1.0,4.0,3.0,2.0,770.0,0.0,0.0,0.0,1.0,0.3
14.0,3.0,2.0,1.0,2.0,3.0,2.0,915.0,0.0,0.0,0.0,1.0,0.35
14.0,2.0,2.0,1.0,6.0,3.0,2.0,719.0,0.0,0.0,0.0,2.0,0.28
14.0,3.0,2.0,1.0,5.0,3.0,2.0,954.0,0.0,0.0,0.0,2.0,0.37
5.0,1.0,1.0,1.0,0.0,3.0,1.0,411.0,0.0,0.0,1.0,1.0,0.11
32.0,3.0,2.0,1.0,5.0,1.0,1.0,958.0,0.0,0.0,2.0,2.0,0.5
54.0,2.0,2.0,1.0,2.0,3.0,1.0,815.0,0.0,0.0,1.0,1.0,0.43
90.0,3.0,2.0,2.0,0.0,3.0,0.0,1027.0,0.0,0.0,1.0,2.0,0.86
90.0,3.0,2.0,1.0,7.0,3.0,0.0,1112.0,0.0,0.0,1.0,2.0,0.85
90.0,3.0,2.0,1.0,6.0,3.0,0.0,1198.0,0.0,0.0,2.0,2.0,0.9
5.0,2.0,2.0,1.0,0.0,3.0,0.0,582.0,0.0,0.0,1.0,1.0,0.18
90.0,2.0,2.0,1.0,7.0,3.0,0.0,684.0,0.0,0.0,1.0,2.0,0.55
90.0,2.0,2.0,1.0,0.0,3.0,0.0,843.0,0.0,0.0,1.0,2.0,0.58
90.0,3.0,2.0,1.0,6.0,3.0,0.0,1027.0,0.0,0.0,1.0,2.0,0.78
90.0,3.0,2.0,1.0,6.0,3.0,0.0,1069.0,0.0,0.0,1.0,2.0,0.75
90.0,3.0,2.0,2.0,1.0,3.0,0.0,1252.0,0.0,0.0,1.0,1.0,0.83
90.0,3.0,2.0,2.0,3.0,3.0,0.0,1252.0,0.0,0.0,1.0,1.0,0.85
90.0,2.0,2.0,1.0,2.0,3.0,0.0,838.0,0.0,0.0,1.0,2.0,0.44
90.0,3.0,2.0,1.0,3.0,3.0,0.0,1069.0,0.0,0.0,1.0,2.0,0.64
