place,bedRoom,bathroom,balcony,facing,agePossession,Direction,built_up_area,servant room,furnishing_type,luxury_category,floor_category,price
90.0,2.0,2.0,1.0,6.0,3.0,0.0,838.0,0.0,0.0,1.0,2.0,0.45
90.0,3.0,2.0,1.0,6.0,3.0,0.0,1069.0,0.0,0.0,2.0,2.0,0.63
86.0,3.0,2.0,1.0,5.0,3.0,2.0,1001.0,0.0,0.0,2.0,2.0,0.47
86.0,2.0,2.0,1.0,5.0,1.0,2.0,861.0,0.0,0.0,2.0,1.0,0.4
88.0,2.0,2.0,1.0,4.0,1.0,2.0,662.0,0.0,0.0,2.0,1.0,0.31
86.0,2.0,2.0,1.0,2.0,3.0,2.0,708.0,0.0,0.0,1.0,1.0,0.33
88.0,3.0,2.0,1.0,4.0,0.0,2.0,1240.0,0.0,2.0,1.0,1.0,0.76
57.0,3.0,2.0,2.0,5.0,3.0,2.0,898.0,0.0,0.0,0.0,1.0,0.47
81.0,4.0,3.0,3.0,2.0,3.0,2.0,1535.0,0.0,0.0,0.0,1.0,0.99
81.0,3.0,2.0,1.0,2.0,1.0,2.0,1119.0,0.0,0.0,0.0,1.0,0.78
81.0,3.0,2.0,1.0,0.0,3.0,2.0,1074.0,0.0,0.0,0.0,2.0,0.69
85.0,3.0,2.0,1.0,4.0,3.0,2.0,997.0,0.0,0.0,0.0,2.0,0.45
85.0,3.0,2.0,1.0,5.0,3.0,2.0,1021.0,0.0,0.0,2.0,2.0,0.45
88.0,2.0,2.0,1.0,2.0,3.0,2.0,828.0,0.0,0.0,2.0,2.0,0.39
86.0,3.0,2.0,1.0,0.0,3.0,2.0,1092.0,0.0,0.0,2.0,1.0,0.51
36.0,2.0,2.0,1.0,5.0,3.0,2.0,796.0,0.0,0.0,2.0,1.0,0.6
36.0,3.0,2.0,1.0,2.0,3.0,2.0,1074.0,0.0,0.0,2.0,1.0,0.65
103.0,3.0,2.0,1.0,6.0,0.0,3.0,855.0,0.0,0.0,2.0,2.0,0.47
82.0,3.0,2.0,1.0,6.0,1.0,2.0,1112.0,0.0,0.0,2.0,1.0,0.78
103.0,2.0,2.0,1.0,6.0,3.0,3.0,855.0,0.0,0.0,2.0,1.0,0.5
107.0,3.0,3.0,2.0,6.0,2.0,3.0,1373.0,0.0,0.0,2.0,2.0,0.65
88.0,3.0,2.0,1.0,5.0,3.0,2.0,1001.0,0.0,0.0,2.0,2.0,0.47
86.0,3.0,2.0,1.0,4.0,3.0,2.0,1098.0,0.0,0.0,2.0,1.0,0.51
86.0,3.0,2.0,1.0,6.0,3.0,2.0,937.0,0.0,0.0,2.0,1.0,0.46
88.0,2.0,1.0,0.0,6.0,3.0,2.0,590.0,0.0,0.0,2.0,2.0,0.28
86.0,2.0,2.0,1.0,6.0,1.0,2.0,662.0,0.0,0.0,2.0,1.0,0.31
88.0,2.0,2.0,1.0,5.0,1.0,2.0,861.0,0.0,0.0,2.0,1.0,0.4
86.0,3.0,2.0,1.0,0.0,3.0,2.0,813.0,0.0,0.0,2.0,2.0,0.4
86.0,3.0,2.0,1.0,5.0,3.0,2.0,1186.0,0.0,0.0,2.0,1.0,0.58
81.0,3.0,2.0,1.0,6.0,3.0,2.0,881.0,0.0,2.0,2.0,1.0,0.51
81.0,2.0,2.0,1.0,3.0,0.0,2.0,941.0,0.0,0.0,2.0,2.0,0.48
88.0,3.0,2.0,1.0,2.0,3.0,2.0,994.0,0.0,0.0,2.0,1.0,0.46
86.0,2.0,2.0,0.0,4.0,3.0,2.0,544.0,0.0,0.0,2.0,1.0,0.25
88.0,2.0,2.0,1.0,3.0,3.0,2.0,708.0,0.0,0.0,2.0,1.0,0.33
59.0,3.0,2.0,1.0,5.0,2.0,2.0,1052.0,0.0,0.0,2.0,2.0,0.55
8.0,4.0,4.0,2.0,3.0,3.0,2.0,2403.0,1.0,0.0,1.0,2.0,4.0
115.0,3.0,3.0,1.0,2.0,3.0,2.0,1497.0,0.0,0.0,2.0,2.0,2.2
115.0,3.0,3.0,1.0,4.0,3.0,2.0,1675.0,1.0,0.0,2.0,2.0,2.31
18.0,3.0,3.0,0.0,2.0,3.0,0.0,1443.0,0.0,1.0,2.0,1.0,1.9
90.0,2.0,2.0,1.0,0.0,3.0,0.0,766.0,1.0,0.0,2.0,1.0,0.46
90.0,3.0,2.0,2.0,6.0,3.0,0.0,1124.0,1.0,0.0,2.0,1.0,0.66
26.0,2.0,2.0,1.0,0.0,1.0,0.0,671.0,0.0,0.0,1.0,1.0,0.35
26.0,3.0,2.0,2.0,6.0,1.0,0.0,1008.0,0.0,0.0,1.0,1.0,0.53
22.0,2.0,2.0,1.0,4.0,3.0,2.0,616.0,0.0,0.0,1.0,1.0,0.32
104.0,2.0,2.0,1.0,5.0,3.0,0.0,741.0,0.0,0.0,1.0,1.0,0.3
104.0,2.0,2.0,2.0,0.0,3.0,0.0,723.0,0.0,0.0,1.0,2.0,0.3
104.0,2.0,2.0,1.0,3.0,3.0,0.0,678.0,0.0,0.0,1.0,2.0,0.28
104.0,3.0,2.0,1.0,4.0,3.0,0.0,922.0,0.0,0.0,1.0,2.0,0.38
104.0,2.0,2.0,1.0,0.0,3.0,0.0,749.0,0.0,0.0,1.0,1.0,0.31
104.0,2.0,2.0,1.0,5.0,3.0,0.0,757.0,0.0,0.0,1.0,2.0,0.31
104.0,3.0,2.0,1.0,3.0,3.0,0.0,1010.0,0.0,0.0,2.0,2.0,0.41
104.0,3.0,2.0,1.0,3.0,3.0,0.0,911.0,0.0,0.0,1.0,2.0,0.37
104.0,3.0,2.0,1.0,4.0,3.0,0.0,894.0,0.0,0.0,2.0,1.0,0.37
61.0,3.0,2.0,2.0,2.0,3.0,2.0,1327.0,0.0,0.0,1.0,2.0,1.3
14.0,3.0,2.0,1.0,2.0,3.0,2.0,915.0,0.0,0.0,1.0,1.0,0.35
121.0,3.0,3.0,3.0,5.0,0.0,1.0,2010.0,0.0,2.0,1.0,2.0,0.7
32.0,2.0,1.0,1.0,2.0,3.0,1.0,638.0,0.0,0.0,1.0,2.0,0.24
32.0,2.0,2.0,1.0,0.0,3.0,1.0,655.0,0.0,0.0,1.0,1.0,0.25
32.0,2.0,2.0,1.0,0.0,3.0,1.0,681.0,0.0,0.0,2.0,1.0,0.22
108.0,3.0,2.0,1.0,4.0,3.0,2.0,1112.0,0.0,2.0,2.0,1.0,1.5
1.0,4.0,4.0,1.0,3.0,3.0,2.0,1978.0,1.0,0.0,2.0,2.0,3.56
1.0,4.0,4.0,1.0,2.0,3.0,2.0,1585.0,1.0,0.0,0.0,1.0,2.9
90.0,3.0,2.0,2.0,2.0,0.0,0.0,1513.0,0.0,1.0,2.0,0.0,1.0
90.0,3.0,2.0,2.0,6.0,0.0,0.0,1512.0,0.0,0.0,0.0,0.0,0.95
90.0,3.0,4.0,3.0,2.0,0.0,0.0,1550.0,1.0,0.0,2.0,0.0,1.43
90.0,3.0,4.0,3.0,4.0,0.0,0.0,1600.0,1.0,0.0,0.0,0.0,1.42
90.0,3.0,2.0,1.0,2.0,1.0,0.0,630.0,0.0,0.0,1.0,2.0,0.56
5.0,1.0,1.0,1.0,4.0,1.0,1.0,369.0,0.0,0.0,1.0,2.0,0.13
5.0,3.0,2.0,2.0,4.0,1.0,1.0,1033.0,0.0,0.0,1.0,1.0,0.48
5.0,2.0,2.0,1.0,5.0,3.0,1.0,635.0,0.0,0.0,1.0,1.0,0.21
6.0,2.0,2.0,1.0,1.0,3.0,1.0,560.0,0.0,0.0,1.0,1.0,0.18
5.0,2.0,2.0,1.0,5.0,3.0,1.0,608.0,0.0,0.0,1.0,1.0,0.23
5.0,3.0,2.0,1.0,5.0,3.0,1.0,874.0,0.0,0.0,1.0,1.0,0.34
5.0,2.0,2.0,1.0,3.0,3.0,1.0,2823.0,0.0,0.0,1.0,1.0,0.25
5.0,2.0,1.0,1.0,1.0,3.0,1.0,554.0,0.0,0.0,2.0,1.0,0.21
23.0,3.0,2.0,2.0,7.0,3.0,1.0,1090.0,0.0,0.0,1.0,2.0,0.46
104.0,3.0,2.0,2.0,4.0,3.0,0.0,1050.0,0.0,0.0,1.0,2.0,0.56
16.0,2.0,2.0,0.0,6.0,1.0,2.0,732.0,0.0,0.0,1.0,1.0,0.27
120.0,1.0,1.0,1.0,4.0,1.0,2.0,376.0,0.0,0.0,0.0,1.0,0.16
119.0,3.0,2.0,2.0,7.0,2.0,1.0,1000.0,0.0,1.0,2.0,1.0,0.8
16.0,2.0,2.0,1.0,6.0,1.0,2.0,648.0,0.0,0.0,2.0,1.0,0.35
16.0,2.0,2.0,1.0,6.0,1.0,2.0,607.0,0.0,0.0,1.0,1.0,0.32
16.0,2.0,2.0,1.0,6.0,1.0,2.0,616.0,0.0,0.0,1.0,1.0,0.33
121.0,2.0,2.0,1.0,1.0,3.0,1.0,614.0,0.0,0.0,1.0,2.0,0.23
121.0,2.0,2.0,1.0,1.0,3.0,1.0,614.0,0.0,0.0,1.0,1.0,0.23
121.0,3.0,2.0,1.0,7.0,3.0,1.0,950.0,0.0,0.0,1.0,2.0,0.36
121.0,3.0,2.0,1.0,0.0,3.0,1.0,958.0,0.0,0.0,2.0,2.0,0.36
16.0,3.0,2.0,1.0,6.0,1.0,2.0,990.0,0.0,0.0,0.0,1.0,0.4
90.0,2.0,2.0,1.0,3.0,2.0,0.0,700.0,0.0,0.0,0.0,2.0,0.49
90.0,3.0,2.0,2.0,0.0,2.0,0.0,1100.0,0.0,0.0,1.0,0.0,0.86
121.0,2.0,2.0,1.0,0.0,3.0,1.0,565.0,0.0,0.0,1.0,1.0,0.21
121.0,2.0,2.0,1.0,7.0,3.0,1.0,565.0,0.0,0.0,1.0,2.0,0.21
121.0,2.0,2.0,1.0,4.0,3.0,1.0,565.0,0.0,0.0,1.0,2.0,0.21
121.0,2.0,2.0,1.0,7.0,3.0,1.0,719.0,0.0,0.0,1.0,2.0,0.27
121.0,2.0,2.0,1.0,1.0,3.0,1.0,746.0,0.0,0.0,1.0,1.0,0.28
121.0,2.0,2.0,1.0,0.0,3.0,1.0,746.0,0.0,0.0,1.0,1.0,0.28
121.0,2.0,2.0,1.0,1.0,3.0,1.0,746.0,0.0,0.0,0.0,2.0,0.28
90.0,2.0,2.0,1.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,2.0,0.49
104.0,3.0,3.0,1.0,0.0,3.0,0.0,1082.0,0.0,0.0,0.0,0.0,0.88
104.0,2.0,2.0,1.0,5.0,3.0,0.0,924.0,0.0,0.0,1.0,0.0,0.68
121.0,3.0,2.0,2.0,2.0,1.0,1.0,1215.0,0.0,0.0,2.0,2.0,0.43
16.0,2.0,2.0,1.0,0.0,3.0,2.0,719.0,0.0,0.0,2.0,1.0,0.3
16.0,3.0,2.0,1.0,0.0,3.0,2.0,907.0,0.0,0.0,2.0,2.0,0.35
16.0,2.0,2.0,0.0,4.0,3.0,2.0,728.0,0.0,0.0,2.0,1.0,0.27
16.0,2.0,2.0,0.0,4.0,3.0,2.0,731.0,0.0,0.0,1.0,1.0,0.27
12.0,2.0,2.0,1.0,2.0,3.0,2.0,643.0,0.0,0.0,1.0,1.0,0.23
16.0,2.0,2.0,1.0,6.0,3.0,2.0,642.0,0.0,0.0,1.0,1.0,0.33
16.0,2.0,2.0,1.0,6.0,3.0,2.0,645.0,0.0,0.0,2.0,1.0,0.33
16.0,2.0,2.0,1.0,6.0,1.0,2.0,719.0,0.0,0.0,2.0,1.0,0.3
90.0,3.0,3.0,2.0,6.0,3.0,0.0,1356.0,0.0,1.0,2.0,0.0,1.25
90.0,3.0,3.0,2.0,4.0,3.0,0.0,1374.0,0.0,0.0,2.0,2.0,1.18
90.0,3.0,3.0,2.0,5.0,3.0,0.0,1497.0,0.0,0.0,1.0,0.0,1.26
120.0,2.0,2.0,1.0,6.0,1.0,2.0,604.0,0.0,0.0,2.0,1.0,0.25
120.0,2.0,1.0,1.0,6.0,3.0,2.0,637.0,0.0,0.0,0.0,1.0,0.27
104.0,2.0,2.0,1.0,1.0,3.0,0.0,834.0,0.0,0.0,2.0,0.0,0.62
86.0,2.0,2.0,1.0,4.0,3.0,2.0,765.0,0.0,0.0,2.0,2.0,0.32
57.0,3.0,2.0,1.0,2.0,3.0,2.0,1152.0,0.0,0.0,2.0,2.0,0.88
100.0,3.0,2.0,1.0,3.0,3.0,2.0,900.0,0.0,0.0,2.0,1.0,0.68
73.0,3.0,2.0,1.0,2.0,3.0,2.0,1100.0,0.0,0.0,1.0,2.0,0.63
12.0,2.0,2.0,1.0,5.0,3.0,2.0,642.0,0.0,0.0,2.0,1.0,0.23
116.0,2.0,2.0,1.0,6.0,3.0,2.0,860.0,0.0,0.0,2.0,2.0,0.35
90.0,3.0,4.0,2.0,0.0,0.0,0.0,1672.0,1.0,0.0,2.0,0.0,1.15
90.0,3.0,3.0,2.0,5.0,3.0,0.0,1215.0,0.0,0.0,2.0,0.0,1.2
90.0,2.0,2.0,2.0,3.0,3.0,0.0,1075.0,0.0,0.0,1.0,0.0,0.75
54.0,3.0,2.0,2.0,6.0,1.0,1.0,953.0,0.0,0.0,1.0,2.0,0.49
5.0,3.0,2.0,1.0,7.0,3.0,1.0,942.0,0.0,0.0,1.0,2.0,0.37
5.0,2.0,2.0,1.0,0.0,3.0,1.0,727.0,0.0,0.0,0.0,1.0,0.29
49.0,3.0,2.0,2.0,5.0,0.0,2.0,1480.0,0.0,0.0,1.0,2.0,1.26
121.0,3.0,2.0,1.0,2.0,3.0,1.0,984.0,0.0,0.0,1.0,2.0,0.37
121.0,3.0,2.0,1.0,6.0,3.0,1.0,984.0,0.0,0.0,1.0,2.0,0.37
121.0,2.0,2.0,1.0,7.0,3.0,1.0,624.0,0.0,0.0,1.0,2.0,0.24
121.0,2.0,2.0,1.0,7.0,3.0,1.0,624.0,0.0,0.0,1.0,1.0,0.24
121.0,2.0,2.0,1.0,5.0,3.0,1.0,624.0,0.0,0.0,1.0,2.0,0.24
121.0,2.0,2.0,1.0,4.0,3.0,1.0,624.0,0.0,0.0,1.0,2.0,0.24
5.0,2.0,2.0,1.0,0.0,3.0,1.0,689.0,0.0,0.0,1.0,2.0,0.28
5.0,2.0,2.0,1.0,0.0,3.0,1.0,689.0,0.0,0.0,1.0,2.0,0.28
5.0,2.0,2.0,1.0,1.0,3.0,1.0,774.0,0.0,0.0,1.0,2.0,0.32
121.0,2.0,2.0,1.0,2.0,3.0,1.0,795.0,0.0,0.0,1.0,2.0,0.46
121.0,2.0,2.0,1.0,2.0,3.0,1.0,795.0,1.0,0.0,1.0,0.0,0.49
121.0,2.0,2.0,2.0,2.0,3.0,1.0,813.0,0.0,0.0,2.0,0.0,0.48
121.0,3.0,2.0,2.0,2.0,3.0,1.0,992.0,0.0,0.0,2.0,0.0,0.58
121.0,3.0,2.0,1.0,2.0,3.0,1.0,1163.0,0.0,0.0,2.0,2.0,0.7
121.0,3.0,2.0,2.0,0.0,3.0,1.0,1001.0,0.0,0.0,2.0,2.0,0.58
121.0,3.0,2.0,2.0,0.0,3.0,1.0,992.0,0.0,0.0,1.0,2.0,0.57
12.0,2.0,2.0,1.0,6.0,1.0,2.0,634.0,0.0,0.0,1.0,1.0,0.32
53.0,3.0,2.0,2.0,3.0,3.0,2.0,1018.0,0.0,0.0,1.0,1.0,0.39
53.0,2.0,2.0,1.0,3.0,3.0,2.0,719.0,0.0,0.0,2.0,1.0,0.28
16.0,3.0,2.0,1.0,3.0,3.0,2.0,1225.0,0.0,0.0,1.0,1.0,0.55
64.0,3.0,2.0,2.0,5.0,1.0,1.0,1006.0,0.0,0.0,1.0,2.0,0.38
64.0,2.0,2.0,1.0,5.0,1.0,1.0,736.0,0.0,0.0,1.0,2.0,0.28
64.0,3.0,2.0,2.0,5.0,1.0,1.0,1015.0,0.0,0.0,1.0,2.0,0.38
64.0,2.0,2.0,2.0,5.0,1.0,1.0,766.0,0.0,0.0,1.0,2.0,0.29
64.0,2.0,2.0,1.0,5.0,1.0,1.0,727.0,0.0,0.0,2.0,2.0,0.27
100.0,3.0,2.0,1.0,6.0,3.0,2.0,828.0,0.0,0.0,2.0,1.0,0.72
2.0,3.0,2.0,1.0,0.0,3.0,2.0,1020.0,0.0,0.0,2.0,1.0,0.7
73.0,3.0,2.0,1.0,4.0,3.0,2.0,736.0,0.0,0.0,2.0,1.0,0.41
34.0,2.0,2.0,1.0,0.0,3.0,2.0,660.0,0.0,0.0,1.0,2.0,0.37
121.0,3.0,2.0,1.0,7.0,1.0,1.0,898.0,0.0,0.0,0.0,2.0,0.34
119.0,3.0,2.0,2.0,1.0,2.0,1.0,1000.0,0.0,0.0,1.0,1.0,0.81
64.0,3.0,3.0,2.0,2.0,1.0,1.0,1046.0,0.0,0.0,1.0,2.0,0.41
16.0,2.0,2.0,1.0,6.0,3.0,2.0,642.0,0.0,0.0,1.0,1.0,0.34
12.0,2.0,2.0,1.0,1.0,3.0,2.0,642.0,0.0,0.0,1.0,1.0,0.27
120.0,2.0,2.0,1.0,4.0,3.0,2.0,609.0,0.0,0.0,1.0,1.0,0.25
12.0,2.0,2.0,1.0,4.0,3.0,2.0,640.0,0.0,0.0,1.0,1.0,0.32
12.0,2.0,1.0,0.0,3.0,3.0,2.0,513.0,0.0,0.0,1.0,1.0,0.26
121.0,2.0,2.0,1.0,6.0,3.0,1.0,687.0,0.0,0.0,1.0,2.0,0.24
121.0,2.0,2.0,1.0,4.0,3.0,1.0,687.0,0.0,0.0,1.0,1.0,0.24
121.0,2.0,2.0,1.0,0.0,3.0,1.0,687.0,0.0,0.0,1.0,1.0,0.24
121.0,2.0,2.0,1.0,5.0,3.0,1.0,573.0,0.0,0.0,1.0,1.0,0.21
121.0,2.0,2.0,1.0,4.0,3.0,1.0,749.0,0.0,0.0,1.0,1.0,0.28
121.0,2.0,2.0,1.0,3.0,3.0,1.0,573.0,0.0,0.0,1.0,2.0,0.21
121.0,2.0,2.0,1.0,4.0,3.0,1.0,749.0,0.0,0.0,0.0,2.0,0.28
104.0,2.0,2.0,1.0,5.0,3.0,0.0,834.0,0.0,0.0,0.0,0.0,0.64
104.0,3.0,2.0,1.0,0.0,3.0,0.0,1082.0,0.0,0.0,2.0,1.0,0.88
90.0,3.0,2.0,2.0,3.0,3.0,0.0,1286.0,0.0,0.0,2.0,0.0,1.15
90.0,2.0,2.0,2.0,5.0,0.0,0.0,1075.0,0.0,0.0,2.0,2.0,0.75
90.0,3.0,4.0,2.0,4.0,3.0,0.0,1487.0,0.0,2.0,2.0,0.0,1.25
90.0,3.0,3.0,2.0,5.0,3.0,0.0,1374.0,0.0,0.0,0.0,0.0,1.2
90.0,3.0,3.0,3.0,7.0,0.0,0.0,1323.0,0.0,2.0,0.0,2.0,1.35
90.0,4.0,4.0,4.0,6.0,0.0,0.0,2224.0,1.0,0.0,0.0,2.0,1.5
93.0,4.0,3.0,2.0,6.0,3.0,1.0,1460.0,0.0,0.0,0.0,0.0,1.4
93.0,3.0,3.0,2.0,7.0,3.0,1.0,1107.0,0.0,0.0,1.0,0.0,1.06
37.0,3.0,2.0,1.0,5.0,3.0,2.0,1990.0,0.0,0.0,1.0,1.0,3.0
73.0,3.0,2.0,1.0,0.0,1.0,2.0,1061.0,0.0,0.0,1.0,1.0,0.82
8.0,4.0,4.0,2.0,4.0,2.0,2.0,2256.0,0.0,1.0,1.0,1.0,1.85
8.0,3.0,2.0,1.0,5.0,1.0,2.0,1430.0,0.0,0.0,1.0,2.0,1.8
8.0,3.0,3.0,1.0,5.0,2.0,2.0,1986.0,0.0,1.0,1.0,2.0,1.85
123.0,2.0,2.0,1.0,5.0,2.0,2.0,1142.0,0.0,0.0,1.0,1.0,1.35
43.0,3.0,3.0,1.0,5.0,1.0,2.0,1110.0,0.0,0.0,1.0,2.0,1.32
100.0,4.0,3.0,1.0,2.0,0.0,2.0,1745.0,0.0,0.0,1.0,1.0,1.42
123.0,3.0,3.0,2.0,6.0,0.0,2.0,1716.0,0.0,2.0,1.0,1.0,2.0
100.0,3.0,2.0,1.0,5.0,3.0,2.0,1233.0,0.0,0.0,1.0,1.0,0.8
30.0,3.0,2.0,1.0,5.0,2.0,2.0,1167.0,0.0,0.0,1.0,2.0,0.83
61.0,3.0,2.0,1.0,5.0,2.0,2.0,1342.0,0.0,0.0,1.0,1.0,1.2
100.0,2.0,2.0,1.0,4.0,3.0,2.0,899.0,0.0,0.0,1.0,1.0,0.59
80.0,2.0,2.0,1.0,5.0,2.0,2.0,1078.0,0.0,0.0,0.0,1.0,0.85
104.0,3.0,2.0,1.0,3.0,3.0,0.0,1099.0,0.0,0.0,1.0,0.0,0.95
104.0,2.0,2.0,1.0,7.0,3.0,0.0,706.0,0.0,0.0,0.0,1.0,0.3
90.0,3.0,3.0,2.0,3.0,1.0,0.0,1212.0,0.0,0.0,0.0,2.0,1.07
90.0,3.0,3.0,2.0,0.0,3.0,0.0,1399.0,0.0,0.0,0.0,0.0,1.97
90.0,3.0,3.0,3.0,6.0,3.0,0.0,2196.0,0.0,0.0,0.0,2.0,1.85
90.0,2.0,2.0,2.0,1.0,3.0,0.0,1080.0,0.0,2.0,0.0,0.0,0.75
90.0,3.0,2.0,2.0,5.0,1.0,0.0,1327.0,0.0,0.0,1.0,2.0,1.35
5.0,2.0,2.0,1.0,6.0,3.0,1.0,736.0,0.0,0.0,1.0,1.0,0.28
5.0,2.0,2.0,1.0,3.0,3.0,1.0,778.0,0.0,0.0,1.0,1.0,0.29
5.0,1.0,1.0,1.0,2.0,3.0,1.0,479.0,0.0,0.0,1.0,1.0,0.17
5.0,2.0,2.0,1.0,5.0,3.0,1.0,650.0,0.0,0.0,1.0,1.0,0.23
5.0,2.0,2.0,1.0,3.0,3.0,1.0,674.0,0.0,0.0,1.0,1.0,0.24
5.0,1.0,1.0,1.0,5.0,3.0,1.0,483.0,0.0,0.0,1.0,1.0,0.17
5.0,2.0,2.0,1.0,0.0,3.0,1.0,667.0,0.0,0.0,2.0,1.0,0.23
5.0,2.0,2.0,1.0,7.0,3.0,1.0,676.0,0.0,0.0,1.0,1.0,0.24
5.0,2.0,2.0,1.0,4.0,3.0,1.0,727.0,0.0,0.0,1.0,1.0,0.3
5.0,3.0,2.0,1.0,7.0,3.0,1.0,941.0,0.0,0.0,1.0,1.0,0.39
5.0,1.0,1.0,0.0,0.0,3.0,0.0,381.0,0.0,0.0,1.0,2.0,0.14
5.0,3.0,2.0,2.0,4.0,3.0,1.0,1081.0,0.0,0.0,1.0,2.0,0.41
5.0,2.0,1.0,1.0,5.0,3.0,0.0,551.0,0.0,0.0,1.0,1.0,0.2
5.0,1.0,1.0,1.0,4.0,3.0,1.0,457.0,0.0,0.0,1.0,1.0,0.16
5.0,2.0,2.0,1.0,2.0,3.0,1.0,547.0,0.0,0.0,1.0,1.0,0.19
5.0,2.0,2.0,1.0,3.0,3.0,1.0,813.0,0.0,0.0,1.0,2.0,0.33
126.0,2.0,2.0,1.0,7.0,3.0,0.0,802.0,0.0,0.0,2.0,2.0,0.45
126.0,3.0,3.0,1.0,7.0,3.0,0.0,1144.0,0.0,0.0,2.0,2.0,1.13
126.0,3.0,3.0,1.0,5.0,3.0,0.0,1144.0,0.0,0.0,2.0,2.0,1.12
126.0,3.0,2.0,2.0,4.0,3.0,0.0,946.0,0.0,0.0,0.0,1.0,0.8
34.0,4.0,4.0,1.0,1.0,0.0,2.0,2977.0,0.0,2.0,0.0,0.0,3.0
34.0,3.0,4.0,2.0,4.0,0.0,2.0,2056.0,0.0,0.0,0.0,0.0,1.7
34.0,2.0,2.0,2.0,0.0,0.0,2.0,1032.0,0.0,0.0,1.0,2.0,0.9
85.0,2.0,2.0,1.0,3.0,3.0,2.0,754.0,0.0,0.0,1.0,1.0,0.41
94.0,3.0,2.0,2.0,4.0,3.0,2.0,1577.0,0.0,0.0,0.0,0.0,1.5
34.0,3.0,3.0,2.0,6.0,0.0,2.0,1700.0,1.0,0.0,1.0,0.0,1.7
39.0,2.0,2.0,1.0,3.0,3.0,2.0,1150.0,0.0,0.0,1.0,1.0,0.8
85.0,2.0,2.0,1.0,3.0,3.0,2.0,758.0,0.0,0.0,1.0,1.0,0.45
85.0,2.0,2.0,1.0,7.0,3.0,2.0,787.0,0.0,0.0,2.0,1.0,0.46
85.0,2.0,2.0,1.0,0.0,3.0,2.0,650.0,0.0,0.0,1.0,1.0,0.42
85.0,3.0,2.0,1.0,6.0,3.0,2.0,1056.0,0.0,0.0,2.0,1.0,0.6
21.0,4.0,4.0,1.0,5.0,3.0,2.0,2419.0,1.0,0.0,2.0,2.0,3.9
21.0,3.0,3.0,1.0,6.0,3.0,2.0,1749.0,1.0,0.0,1.0,2.0,3.15
1.0,3.0,3.0,1.0,5.0,3.0,2.0,1548.0,1.0,0.0,1.0,2.0,2.47
1.0,4.0,4.0,1.0,2.0,3.0,2.0,1585.0,1.0,0.0,1.0,2.0,2.54
1.0,4.0,4.0,2.0,3.0,3.0,2.0,1978.0,1.0,0.0,1.0,2.0,3.14
100.0,3.0,2.0,2.0,3.0,2.0,2.0,1247.0,1.0,0.0,0.0,0.0,1.8
90.0,3.0,3.0,3.0,5.0,3.0,0.0,2317.0,1.0,0.0,0.0,0.0,2.95
90.0,3.0,3.0,3.0,4.0,3.0,0.0,1870.0,1.0,0.0,0.0,0.0,2.45
104.0,3.0,3.0,2.0,4.0,3.0,0.0,1120.0,0.0,0.0,1.0,0.0,0.9
72.0,2.0,2.0,1.0,5.0,1.0,1.0,715.0,0.0,0.0,1.0,1.0,0.22
72.0,2.0,2.0,1.0,5.0,1.0,1.0,631.0,0.0,0.0,1.0,2.0,0.16
72.0,2.0,2.0,1.0,5.0,1.0,1.0,685.0,0.0,0.0,1.0,2.0,0.21
46.0,2.0,2.0,1.0,5.0,1.0,1.0,683.0,0.0,0.0,1.0,2.0,0.21
46.0,2.0,2.0,1.0,5.0,1.0,1.0,674.0,0.0,0.0,1.0,1.0,0.19
46.0,2.0,2.0,1.0,5.0,1.0,1.0,707.0,0.0,0.0,0.0,1.0,0.2
53.0,3.0,2.0,1.0,3.0,3.0,2.0,813.0,0.0,0.0,2.0,0.0,0.63
53.0,2.0,2.0,1.0,6.0,3.0,2.0,660.0,0.0,0.0,0.0,0.0,0.5
53.0,2.0,2.0,2.0,1.0,3.0,2.0,663.0,0.0,0.0,0.0,0.0,0.53
53.0,3.0,2.0,3.0,4.0,3.0,2.0,930.0,0.0,0.0,2.0,0.0,0.65
86.0,3.0,2.0,1.0,6.0,3.0,2.0,983.0,0.0,0.0,2.0,1.0,0.41
88.0,2.0,2.0,1.0,5.0,3.0,2.0,728.0,0.0,0.0,2.0,1.0,0.33
86.0,3.0,2.0,1.0,2.0,3.0,2.0,1161.0,0.0,0.0,2.0,1.0,0.57
88.0,3.0,2.0,1.0,2.0,3.0,2.0,1092.0,0.0,0.0,2.0,2.0,0.51
86.0,2.0,2.0,1.0,2.0,3.0,2.0,693.0,0.0,0.0,2.0,1.0,0.27
36.0,2.0,1.0,0.0,6.0,1.0,2.0,590.0,0.0,0.0,2.0,2.0,0.28
88.0,2.0,2.0,1.0,5.0,3.0,2.0,697.0,0.0,0.0,2.0,1.0,0.31
88.0,2.0,2.0,1.0,2.0,1.0,2.0,839.0,0.0,0.0,2.0,1.0,0.39
88.0,3.0,2.0,2.0,6.0,1.0,2.0,918.0,0.0,0.0,2.0,1.0,0.43
88.0,3.0,2.0,1.0,5.0,1.0,2.0,978.0,0.0,0.0,2.0,1.0,0.46
36.0,2.0,2.0,1.0,6.0,3.0,2.0,642.0,0.0,0.0,2.0,2.0,0.24
36.0,1.0,1.0,0.0,2.0,3.0,2.0,376.0,0.0,0.0,1.0,1.0,0.14
36.0,2.0,1.0,0.0,5.0,3.0,2.0,470.0,0.0,0.0,2.0,1.0,0.17
