society,price,place,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Direction,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
basu dream sunrise,0.2,majarhati,3636.0,Built Up area: 550 (51.1 sq.m.)Carpet area: 425 sq.ft. (39.48 sq.m.),2.0,1,1,0,West,Undefined,East,,550.0,425.0,0,0,0,0,0,0,0.0
merlin manor,1.6,swiss park,10000.0,Built Up area: 1600 (148.64 sq.m.)Carpet area: 1120 sq.ft. (104.05 sq.m.),3.0,3,1,7,North,Undefined,South,,1600.0,1120.0,0,0,0,0,0,0,0.0
active acres,1.2,em bypass,6723.0,Built Up area: 1785 (165.83 sq.m.)Carpet area: 1276 sq.ft. (118.54 sq.m.),3.0,2,1,3,North-East,Undefined,South,,1785.0,1276.0,0,0,0,0,0,0,0.0
devradha,0.38,garia,4606.0,Built Up area: 825 (76.65 sq.m.)Carpet area: 618 sq.ft. (57.41 sq.m.),2.0,2,1,1,North-West,Undefined,South,,825.0,618.0,0,0,0,0,0,0,0.0
elements birati,0.28,birati,3609.0,Built Up area: 787 (73.11 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2,1,4,South-West,Undefined,North,,787.0,600.0,0,0,0,0,0,0,0.0
vedic smart homes,0.6,majarhati,4615.0,Built Up area: 1300 (120.77 sq.m.),3.0,2,3,2,East,Undefined,East,,1300.0,,0,0,0,0,0,0,0.0
niyati apartment,0.26,krishnapur,3471.0,Built Up area: 749 (69.58 sq.m.)Carpet area: 699 sq.ft. (64.94 sq.m.),2.0,2,1,3,South-East,Undefined,North,,749.0,699.0,0,0,0,0,0,0,47.0
radha apartment,0.24,mankundu,2902.0,Super Built up area 826.8(76.81 sq.m.),2.0,2,1,4,East,Moderately Old,West,826.8,,,0,0,0,0,0,0,121.0
the 102,0.55,joka,6849.0,Super Built up area 803(74.6 sq.m.)Built Up area: 602 sq.ft. (55.93 sq.m.)Carpet area: 562 sq.ft. (52.21 sq.m.),2.0,2,1,2,North-East,Relatively New,South,803.0,602.0,562.0,1,0,0,0,0,0,6.0
dumdum metro,0.27,dum dum,3292.0,Super Built up area 820(76.18 sq.m.),2.0,1,1,3,South-East,Moderately Old,North,820.0,,,0,0,0,0,0,0,72.0
4sight olivia,0.57,garia,5000.0,Super Built up area 1046(97.18 sq.m.),2.0,2,1,1,North-East,Relatively New,South,1046.0,,,0,0,0,0,0,0,22.0
narayan abasan charaktala,0.15,krishnapur,3009.0,Carpet area: 505 (46.92 sq.m.),1.0,1,1,1,East,Relatively New,North,,,505.0,0,0,0,0,0,0,49.0
dlf new town heights,0.85,new town,6800.0,Carpet area: 1250 (116.13 sq.m.),2.0,2,2,1,East,Relatively New,East,,,1250.0,0,0,0,0,0,2,54.0
residential flat,0.52,garia,5591.0,Carpet area: 930 (86.4 sq.m.),3.0,2,1,3,North-East,New Property,South,,,930.0,0,0,0,1,0,0,112.0
shrachi greenwood park,0.26,new town,6341.0,Built Up area: 410 (38.09 sq.m.),1.0,1,1,2,North-West,Old Property,East,,410.0,,0,0,0,0,0,0,24.0
"sudhir apartment, nagendra nath rd, satgachi",0.24,dum dum,2909.0,Carpet area: 825 (76.65 sq.m.),2.0,2,1,3,,Old Property,South,,,825.0,0,0,1,0,0,0,0.0
gita bhavan,0.36,garia,3700.0,Built Up area: 966 (89.74 sq.m.),2.0,1,0,0,South-East,Old Property,South,,966.0,,0,0,0,0,0,0,16.0
anima apartment,0.48,daksh,4800.0,Super Built up area 1000(92.9 sq.m.),2.0,1,1,3,,Moderately Old,North,1000.0,,,0,0,0,0,0,0,19.0
manjil abasan (apartment),0.25,dum dum,3703.0,Super Built up area 675(62.71 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2.0,1,1,4,South-East,Old Property,North,675.0,,500.0,0,0,0,0,0,0,0.0
siddha town madhyamgram,0.6,sodepur,4054.0,Carpet area: 1480 (137.5 sq.m.),3.0,3,1,3,,Moderately Old,South,,,1480.0,0,0,0,0,0,0,62.0
"anjali apartment,jadavghar",0.15,haltu,2884.0,Super Built up area 520(48.31 sq.m.)Built Up area: 500 sq.ft. (46.45 sq.m.)Carpet area: 480 sq.ft. (44.59 sq.m.),2.0,1,0,2,South,Moderately Old,South,520.0,500.0,480.0,0,0,0,1,0,0,145.0
ircon tower,1.25,new town,12500.0,Super Built up area 1420(131.92 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3.0,2,2,3,East,Moderately Old,East,1420.0,,1000.0,0,0,0,0,0,1,108.0
shantiniketan apartment,0.65,rajarhat,4577.0,Carpet area: 1420 (131.92 sq.m.),3.0,2,3+,3,,Moderately Old,East,,,1420.0,0,0,0,1,1,1,0.0
pwc cooprative housing society limited,1.28,new town,9142.0,Super Built up area 1400(130.06 sq.m.)Carpet area: 1120 sq.ft. (104.05 sq.m.),3.0,2,2,3,,New Property,East,1400.0,,1120.0,0,0,0,0,0,0,26.0
sarala apartment,0.7,"behala, behala",5833.0,Super Built up area 1200(111.48 sq.m.)Carpet area: 1030 sq.ft. (95.69 sq.m.),3.0,3,2,3,East,Moderately Old,South,1200.0,,1030.0,0,0,0,0,0,0,0.0
"santiniketan apartment, behala chowrastha",0.34,"behala, behala",4594.0,Built Up area: 740 (68.75 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,1,1,3,,Moderately Old,South,,740.0,700.0,0,0,0,0,0,2,27.0
tapoban apartments,0.65,rajarhat,6701.0,Super Built up area 1236(114.83 sq.m.)Carpet area: 970 sq.ft. (90.12 sq.m.),3.0,2,2,3,North-East,Moderately Old,East,1236.0,,970.0,0,0,0,0,0,0,0.0
super planet height,1.25,tiljala,6975.0,Built Up area: 1792 (166.48 sq.m.),3.0,2,1,12,,Undefined,South,,1792.0,,0,0,0,0,0,0,6.0
prachi apartment,0.3,bara nagar,4411.0,Super Built up area 680(63.17 sq.m.),2.0,1,2,3,,Old Property,North,680.0,,,0,0,0,0,0,0,7.0
garvit enclave,0.29,howrah,3700.0,Carpet area: 625 (58.06 sq.m.),2.0,1,1,1,South-East,New Property,West,,,625.0,0,0,0,0,0,0,0.0
indralok estate,0.34,paikpara,4000.0,Built Up area: 850 (78.97 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),3.0,2,1,3,South,Undefined,North,,850.0,700.0,0,0,0,0,0,0,0.0
gm meena surya,0.32,new town,3200.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2,1,2,North,Undefined,East,,1000.0,700.0,0,0,0,0,0,0,0.0
bhawani sunvalley,0.45,dum dum,4732.0,Built Up area: 951 (88.35 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2,1,4,,Undefined,South,,951.0,750.0,0,0,0,0,0,0,0.0
dream residency,0.5,salua,5181.0,Built Up area: 965 (89.65 sq.m.),2.0,2,1,2,West,Undefined,East,,965.0,,0,0,0,0,0,0,0.0
anik one rajarhat,1.25,new town,10048.0,Built Up area: 1244 (115.57 sq.m.),2.0,3,0,15,,Undefined,East,,1244.0,,0,0,0,0,0,0,0.0
natural city laketown,0.85,lake town,6605.0,Built Up area: 1287 (119.57 sq.m.),3.0,2,1,10,South,Undefined,North,,1287.0,,0,0,0,0,0,0,0.0
radha residence,0.35,brahmapur,4667.0,Built Up area: 750 (69.68 sq.m.),2.0,1,1,3,East,Undefined,South,,750.0,,0,0,0,0,0,0,0.0
magnolia nakshatra,0.22,barasat,2588.0,Built Up area: 850 (78.97 sq.m.)Carpet area: 760 sq.ft. (70.61 sq.m.),2.0,2,1,0,,Undefined,North,,850.0,760.0,0,0,0,0,0,0,0.0
shivam apartment,0.32,sonarpur,3951.0,Built Up area: 810 (75.25 sq.m.),2.0,1,1,1,South-East,Undefined,South,,810.0,,0,0,0,0,0,0,0.0
swagat aashiyana,0.43,narayanpur,3308.0,Built Up area: 1300 (120.77 sq.m.)Carpet area: 980 sq.ft. (91.04 sq.m.),2.0,2,1,4,South-East,Undefined,North,,1300.0,980.0,0,0,0,0,0,0,0.0
prestige mansion,0.35,baguiati,2500.0,Built Up area: 1400 (130.06 sq.m.),3.0,2,1,0,,Undefined,North,,1400.0,,0,0,0,0,0,0,0.0
puja apartment,0.21,dum dum,3750.0,Built Up area: 560 (52.03 sq.m.)Carpet area: 470 sq.ft. (43.66 sq.m.),1.0,1,1,2,North-East,Undefined,North,,560.0,470.0,0,0,0,0,0,0,0.0
moni diamond,0.77,patuli,6039.0,Built Up area: 1275 (118.45 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,2,2,1,North-East,Undefined,South,,1275.0,1100.0,0,0,0,0,0,0,0.0
ananda niketan,0.38,naktala,4767.0,Carpet area: 797 (74.04 sq.m.),2.0,1,1,1,,Relatively New,South,,,797.0,0,0,0,0,0,0,21.0
binayak purple,0.47,nayabad,4058.0,Super Built up area 1156(107.4 sq.m.),3.0,2,2,2,,Relatively New,South,1156.0,,,0,0,0,0,0,0,62.0
solaris city serampore,0.24,serampore,3750.0,Super Built up area 640(59.46 sq.m.)Carpet area: 620 sq.ft. (57.6 sq.m.),2.0,1,1,5,South,Under Construction,West,640.0,,620.0,0,0,0,0,0,0,0.0
f1katju nagar,0.29,katju nagar,3918.0,Super Built up area 740(68.75 sq.m.),2.0,2,1,0,,Moderately Old,South,740.0,,,0,0,0,0,0,0,127.0
southwinds,0.75,garia,6117.0,Built Up area: 1226 (113.9 sq.m.),3.0,2,1,6,,New Property,South,,1226.0,,0,0,0,0,0,0,27.0
shiv parvati abasan,0.09,bhadreswar,2143.0,Super Built up area 420(39.02 sq.m.)Built Up area: 410 sq.ft. (38.09 sq.m.)Carpet area: 334 sq.ft. (31.03 sq.m.),1.0,1,1,1,South,Relatively New,West,420.0,410.0,334.0,1,0,0,0,0,0,31.0
tribeni apartment,0.85,patipukur,8500.0,Carpet area: 1000 (92.9 sq.m.),3.0,2,1,6,,Relatively New,North,,,1000.0,0,0,0,0,0,0,0.0
mohini apartment,0.5,baguiati,5000.0,Super Built up area 1000(92.9 sq.m.),2.0,2,1,3,,Relatively New,North,1000.0,,,0,0,0,0,0,0,0.0
"ashirbad apartment, apc road. agarpara, pin700109",0.16,agarpara,2116.0,Super Built up area 756(70.23 sq.m.)Carpet area: 630 sq.ft. (58.53 sq.m.),2.0,1,1,2,North,Old Property,South,756.0,,630.0,0,0,0,0,1,0,74.0
s-27 kamdahari,0.5,garia,4000.0,Built Up area: 1250 (116.13 sq.m.),3.0,2,1,3,South-West,New Property,South,,1250.0,,0,0,0,0,0,0,31.0
laxmi ma tara apartment,0.34,belur,4500.0,Carpet area: 700 (65.03 sq.m.),2.0,2,1,2,North-West,Old Property,West,,,700.0,0,0,0,0,1,2,14.0
fe block salt lake,0.9,salt lake,10588.0,Carpet area: 850 (78.97 sq.m.),3.0,2,2,2,South-East,Old Property,North,,,850.0,0,0,0,0,0,2,75.0
monalisa apartment,1.79,phoolbagan,9887.0,Super Built up area 1507(140 sq.m.),3.0,2,3,4,North-East,Old Property,North,1507.0,,,0,0,0,1,1,1,12.0
kiran apartment,0.24,nowdapara,4224.0,Super Built up area 715(66.43 sq.m.)Carpet area: 580 sq.ft. (53.88 sq.m.),2.0,1,1,3,North-East,Relatively New,North,715.0,,580.0,0,0,0,0,0,0,92.0
sd aqua view,0.49,new town,7071.0,Super Built up area 1070(99.41 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),3.0,2,1,3,,Moderately Old,North,1070.0,,700.0,0,0,0,0,0,0,43.0
airport residency,0.53,dum dum,6838.0,Built Up area: 775 (72 sq.m.)Carpet area: 591 sq.ft. (54.91 sq.m.),2.0,2,1,2,East,Relatively New,North,,775.0,591.0,0,0,0,0,0,2,0.0
rajwada rosewood,0.35,narendrapur,3646.0,Built Up area: 960 (89.19 sq.m.),2.0,2,0,3,,Undefined,South,,960.0,,0,0,0,0,0,0,0.0
maa abasan,0.45,barasat,2812.0,Built Up area: 1600 (148.64 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,2,3,1,South,Old Property,North,,1600.0,1350.0,0,0,0,1,0,2,141.0
sherwood estate,0.7,narendrapur,5942.0,Built Up area: 1178 (109.44 sq.m.),3.0,2,1,1,,Moderately Old,South,,1178.0,,0,0,0,0,0,0,19.0
purbayan abasan,0.4,em bypass,4123.0,Carpet area: 970 (90.12 sq.m.),2.0,2,1,2,North-East,Old Property,South,,,970.0,0,0,0,1,0,0,6.0
63a/2 pgh shah road,0.65,jadavpur,7190.0,Carpet area: 904 (83.98 sq.m.),3.0,2,1,2,East,Old Property,South,,,904.0,0,0,0,1,1,1,73.0
sherwood estate,0.7,narendrapur,5947.0,Carpet area: 1177 (109.35 sq.m.),3.0,2,1,1,,Old Property,South,,,1177.0,0,0,0,0,0,0,0.0
bijoya apartment,0.33,santoshpur,5116.0,Super Built up area 645(59.92 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2.0,1,0,1,South,Undefined,West,645.0,,500.0,0,0,0,0,0,0,63.0
ambey residency,0.54,ch,5042.0,Super Built up area 1071(99.5 sq.m.)Carpet area: 980 sq.ft. (91.04 sq.m.),2.0,2,1,4,North,Moderately Old,East,1071.0,,980.0,0,0,0,0,0,0,0.0
rajwada emeralds,0.63,narendrapur,3937.0,Carpet area: 1600 (148.64 sq.m.),3.0,2,3,2,,New Property,South,,,1600.0,0,0,0,0,0,0,0.0
ram thakur ashram,0.39,jadavpur,6500.0,Carpet area: 600 (55.74 sq.m.),2.0,2,0,2,,Moderately Old,South,,,600.0,0,0,0,0,0,0,0.0
sreema apartments,0.2,dum dum,2666.0,Super Built up area 750(69.68 sq.m.),2.0,2,1,2,,Moderately Old,North,750.0,,,0,0,0,0,0,0,0.0
astha residency,0.45,behala,6428.0,Carpet area: 700 (65.03 sq.m.),2.0,2,1,1,East,Old Property,South,,,700.0,0,0,0,0,0,2,0.0
apartment airport,0.45,new town,5000.0,Carpet area: 928 (86.21 sq.m.),2.0,2,1,1,South,Relatively New,North,,,928.0,0,0,0,0,0,0,25.0
"shantikunja apartment, panchabati bus stop",0.14,har,4566.0,Carpet area: 300 (27.87 sq.m.),1.0,1,0,3,South-West,Moderately Old,South,,,300.0,0,0,0,0,0,0,54.0
alcove new kolkata prayag,0.42,serampore,4751.0,Carpet area: 884 (82.13 sq.m.),2.0,2,1,6,,New Property,West,,,884.0,0,0,0,0,0,0,26.0
myfair blossom,0.35,garia,3888.0,Super Built up area 900(83.61 sq.m.),2.0,2,1,2,South,Moderately Old,South,900.0,,,0,0,0,0,0,0,0.0
shubhechha apartment,0.27,purbachal road,4462.0,Super Built up area 605(56.21 sq.m.),2.0,2,1,0,,Relatively New,South,605.0,,,0,0,0,0,0,0,76.0
magnolia grand,0.55,chotto chandpur,4508.0,Carpet area: 1220 (113.34 sq.m.),3.0,2,2,3,,Relatively New,East,,,1220.0,0,0,0,0,0,0,117.0
magnolia nakshatra,0.35,barasat,3638.0,Super Built up area 962(89.37 sq.m.),3.0,3,2,1,North-East,New Property,North,962.0,,,1,0,0,0,0,0,0.0
archana,0.6,purbachal,6944.0,Carpet area: 864 (80.27 sq.m.),2.0,2,1,1,,Old Property,South,,,864.0,0,0,0,0,0,0,6.0
sreema apartments,0.2,dum dum,2600.0,Super Built up area 750(69.68 sq.m.),2.0,2,1,2,South-East,Moderately Old,North,750.0,,,0,1,0,0,0,0,29.0
gj khan road,0.16,em bypass,2500.0,Carpet area: 550 (51.1 sq.m.),2.0,1,0,1,,Old Property,South,,,550.0,0,0,0,0,0,0,26.0
seema apartment,0.3,shreebhumi,5000.0,Carpet area: 600 (55.74 sq.m.),2.0,1,0,0,,Moderately Old,North,,,600.0,0,0,0,0,0,1,0.0
swarna vila,0.24,dum dum,3096.0,Super Built up area 775(72 sq.m.),2.0,1,1,3,,Moderately Old,North,775.0,,,0,0,0,0,0,0,35.0
nul,0.75,tagore park,8823.0,Super Built up area 950(88.26 sq.m.)Carpet area: 850 sq.ft. (78.97 sq.m.),2.0,2,1,1,North,Relatively New,South,950.0,,850.0,0,0,0,0,0,0,26.0
c166 survey park. flat no 6,0.37,survey park,5174.0,Built Up area: 715 (66.43 sq.m.),2.0,2,1,3,East,Moderately Old,South,,715.0,,0,0,0,0,0,0,48.0
nihariaka,2.7,h,13500.0,Carpet area: 2000 (185.81 sq.m.),4.0,3,2,1,North,Old Property,South,,,2000.0,0,0,1,0,0,2,0.0
r p multiplex,0.5,halisahar,4030.0,Carpet area: 1233 (114.55 sq.m.),2.0,2,0,4,,New Property,North,,,1233.0,0,0,0,0,0,2,0.0
golpark cooperative housing society,0.5,lake gardens,4425.0,Built Up area: 1130 (104.98 sq.m.)Carpet area: 980 sq.ft. (91.04 sq.m.),2.0,2,2,0,,Undefined,South,,1130.0,980.0,0,0,0,0,0,0,0.0
veer balaji crimson,0.42,behala,3797.0,Carpet area: 1106 (102.75 sq.m.),3.0,2,1,2,,Undefined,South,,,1106.0,0,0,0,0,0,0,0.0
calcutta riverside,0.55,maheshtala,4215.0,Built Up area: 1305 (121.24 sq.m.),3.0,2,2,9,South-East,Undefined,South,,1305.0,,0,0,0,0,0,0,0.0
bg bally lake county,0.35,durgapur,4289.0,Built Up area: 816 (75.81 sq.m.),2.0,2,0,3,,Undefined,West,,816.0,,0,0,0,0,0,0,0.0
akshara petals,3.2,ballygunge,9143.0,Built Up area: 3500 (325.16 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),4.0,4,1,4,South-East,Undefined,South,,3500.0,2800.0,0,0,0,0,0,0,0.0
debi enclave,0.55,kaikhali,4950.0,Built Up area: 1111 (103.22 sq.m.),3.0,2,1,4,,Undefined,North,,1111.0,,0,0,0,0,0,0,0.0
saket nagar,0.4,dunlop,4819.0,Built Up area: 830 (77.11 sq.m.)Carpet area: 770 sq.ft. (71.54 sq.m.),2.0,2,1,2,North-West,Undefined,North,,830.0,770.0,0,0,0,0,0,0,0.0
neel deganta,0.3,mourigram,3272.0,Built Up area: 917 (85.19 sq.m.)Carpet area: 764 sq.ft. (70.98 sq.m.),2.0,2,1,4,,Undefined,West,,917.0,764.0,0,0,0,0,0,0,12.0
ashadeep apartment,0.4,ballygunge,6153.0,Super Built up area 650(60.39 sq.m.),2.0,1,1,3,West,Old Property,South,650.0,,,0,0,0,0,1,0,34.0
krishna garden,0.95,tollygunge,6258.0,Carpet area: 1518 (141.03 sq.m.),2.0,2,1,1,South-East,Old Property,South,,,1518.0,1,0,0,1,1,1,0.0
skip 3 apartments,0.15,garia,3370.0,Built Up area: 460 (42.74 sq.m.),1.0,1,0,3,South-West,Undefined,South,,460.0,,0,0,0,0,0,0,48.0
solaris bonhooghly,0.22,bara nagar,5866.0,Carpet area: 375 (34.84 sq.m.),1.0,1,1,3,,New Property,North,,,375.0,0,0,0,0,0,0,143.0
bengal abasan urban sabujayan,0.84,mukundapur,6600.0,Super Built up area 1350(125.42 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1258 sq.ft. (116.87 sq.m.),3.0,2,1,4,South,Relatively New,South,1350.0,1300.0,1258.0,0,0,0,0,0,1,148.0
bengal abasan urban sabujayan,0.85,mukundapur,6756.0,Super Built up area 1258(116.87 sq.m.),3.0,2,1,4,South,Under Construction,South,1258.0,,,0,0,0,0,0,1,42.0
hiland greens,0.3,maheshtala,4213.0,Carpet area: 712 (66.15 sq.m.),2.0,2,1,6,,Moderately Old,South,,,712.0,0,0,0,0,0,1,149.0
sureka sunrise heights,2.0,beleghata,9354.0,Super Built up area 2138(198.63 sq.m.)Built Up area: 1625 sq.ft. (150.97 sq.m.),4.0,4,2,16,South-East,Relatively New,East,2138.0,1625.0,,0,1,0,0,0,0,47.0
highland greens,0.35,maheshtala,4915.0,Super Built up area 712(66.15 sq.m.),2.0,2,1,12,,Relatively New,South,712.0,,,0,0,0,0,0,0,8.0
west bengal housing prantik phase,0.13,thakurpukur,3250.0,Carpet area: 400 (37.16 sq.m.),1.0,1,0,4,,Old Property,South,,,400.0,0,0,0,0,1,0,0.0
akashmani cooperative housing society,0.6,tollygunge,6000.0,Super Built up area 1000(92.9 sq.m.),2.0,2,1,1,,Old Property,South,1000.0,,,0,0,0,0,0,0,42.0
eden brookside,0.55,thakurpukur,4449.0,Carpet area: 1236 (114.83 sq.m.),3.0,2,1,4,East,Moderately Old,South,,,1236.0,0,0,0,0,1,2,42.0
keventers rishra,0.31,rishra,3060.0,Super Built up area 1013(94.11 sq.m.),3.0,2,1,11,,Relatively New,West,1013.0,,,0,0,0,0,0,0,0.0
not named,0.42,beleghata,4285.0,Carpet area: 980 (91.04 sq.m.),2.0,2,0,3,,Old Property,East,,,980.0,0,0,1,0,0,0,18.0
shri krishna kunja apartment,0.28,behala,3932.0,Built Up area: 712 (66.15 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2.0,2,1,1,South-West,New Property,South,,712.0,550.0,0,0,0,0,0,0,144.0
meridian splendora,1.3,paikpara,9292.0,Super Built up area 1399(129.97 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.),3.0,2,2,14,South-East,New Property,North,1399.0,1050.0,,0,0,0,0,0,1,6.0
lalbagan pally,0.12,kumartuli(sovabazar sutanuti metro),3593.0,Super Built up area 320(29.73 sq.m.)Carpet area: 270 sq.ft. (25.08 sq.m.),2.0,1,0,2,South-East,New Property,North,320.0,,270.0,0,0,0,0,0,0,109.0
reside aponaloy,0.39,madhyamgram,3497.0,Super Built up area 1115(103.59 sq.m.)Built Up area: 927 sq.ft. (86.12 sq.m.)Carpet area: 830 sq.ft. (77.11 sq.m.),3.0,2,1,0,East,Old Property,North,1115.0,927.0,830.0,0,0,0,0,0,1,18.0
suryotoron apartment,0.45,garia,4124.0,Carpet area: 1091 (101.36 sq.m.),3.0,2,1,3,North-East,New Property,South,,,1091.0,0,0,0,0,0,0,32.0
jmt enclave,0.4,bally,3200.0,Carpet area: 1250 (116.13 sq.m.),3.0,2,1,4,,Relatively New,West,,,1250.0,0,0,0,0,0,0,54.0
neelachal abasan chs,0.9,kasba,9473.0,Super Built up area 1152(107.02 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2.0,2,1,2,West,Old Property,South,1152.0,,950.0,1,0,0,0,0,2,21.0
29d/1b birpala lane kolkata pin-700030,0.2,dum dum,3030.0,Carpet area: 660 (61.32 sq.m.),2.0,1,0,3,North,New Property,North,,,660.0,0,0,0,0,0,0,6.0
masterda surya sen,0.32,dum dum,4000.0,Super Built up area 900(83.61 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2,1,0,East,Moderately Old,North,900.0,850.0,800.0,0,0,0,1,0,2,13.0
sachi mata galaxy,0.3,khardah,4005.0,Carpet area: 749 (69.58 sq.m.),2.0,2,1,3,South-West,Relatively New,North,,,749.0,0,0,0,0,1,1,59.0
talchaya,0.95,new town,7630.0,Carpet area: 1245 (115.66 sq.m.),3.0,2,1,1,,Relatively New,East,,,1245.0,0,0,0,0,0,2,26.0
siddheshwari garden,0.45,krishnapur,4605.0,Carpet area: 977 (90.77 sq.m.),2.0,2,2,4,South,Old Property,North,,,977.0,0,0,0,0,0,1,65.0
riya oxford square,0.29,barasat,3734.0,Built Up area: 790 (73.39 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2.0,2,1,4,,Relatively New,North,,790.0,500.0,0,0,0,0,0,0,67.0
hiland greens,0.25,maheshtala,3511.0,Super Built up area 712(66.15 sq.m.)Carpet area: 447 sq.ft. (41.53 sq.m.),2.0,2,1,3,North-East,Relatively New,South,712.0,,447.0,0,0,0,0,0,0,37.0
maruti apartment,0.18,rahara,2400.0,Super Built up area 750(69.68 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2.0,2,0,0,,Relatively New,North,750.0,600.0,500.0,0,0,0,0,0,0,26.0
anandam,0.45,behala,4849.0,Super Built up area 928(86.21 sq.m.),2.0,2,1,1,North-West,Moderately Old,South,928.0,,,0,0,0,0,0,0,0.0
sweet home,0.45,palpara,4000.0,Built Up area: 1135 (105.44 sq.m.)Carpet area: 710 sq.ft. (65.96 sq.m.),3.0,2,1,4,,Undefined,North,,1135.0,710.0,0,0,0,0,0,0,54.0
magnolia nakshatra,0.26,barasat,2702.0,Super Built up area 962(89.37 sq.m.)Carpet area: 675 sq.ft. (62.71 sq.m.),3.0,2,1,2,North-East,New Property,North,962.0,,675.0,0,0,0,0,0,0,0.0
diamond apartment,0.9,alipore,6881.0,Built Up area: 1308 (121.52 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,2,1,1,South-West,Undefined,South,,1308.0,1100.0,0,0,0,0,0,0,0.0
sanjivani,0.25,behala,3720.0,Built Up area: 672 (62.43 sq.m.)Carpet area: 560 sq.ft. (52.03 sq.m.),2.0,1,1,4,East,Undefined,South,,672.0,560.0,0,0,0,0,0,0,0.0
duke gardens,0.85,kaikhali,5519.0,Built Up area: 1540 (143.07 sq.m.),3.0,2,0,1,,Undefined,North,,1540.0,,0,0,0,0,0,0,0.0
sananda apartment,0.35,hooghly,3924.0,Built Up area: 892 (82.87 sq.m.)Carpet area: 680 sq.ft. (63.17 sq.m.),3.0,2,1,4,,Undefined,West,,892.0,680.0,0,0,0,0,0,0,0.0
kabya,0.34,majarhati,4245.0,Built Up area: 801 (74.42 sq.m.),2.0,2,1,4,South-East,Undefined,East,,801.0,,0,0,0,0,0,0,0.0
shrachi greenwood elements,0.35,new town,8750.0,Built Up area: 400 (37.16 sq.m.)Carpet area: 370 sq.ft. (34.37 sq.m.),1.0,1,1,3,,Undefined,East,,400.0,370.0,0,0,0,0,0,0,0.0
siddha town,0.5,majarhati,4149.0,Built Up area: 1205 (111.95 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3.0,2,1,1,,Undefined,East,,1205.0,900.0,0,0,0,0,0,0,0.0
saheli apartment krishnapur,0.25,krishnapur,2696.0,Super Built up area 927(86.12 sq.m.),2.0,2,1,0,,Moderately Old,East,927.0,,,0,0,0,0,0,0,0.0
sugam park,0.45,narendrapur,4412.0,Built Up area: 1020 (94.76 sq.m.)Carpet area: 850 sq.ft. (78.97 sq.m.),3.0,2,1,3,South-East,Undefined,South,,1020.0,850.0,0,0,0,0,0,0,0.0
suman apartment,0.4,ganguly bagan,3937.0,Super Built up area 1016(94.39 sq.m.),2.0,2,0,2,,Relatively New,South,1016.0,,,0,0,0,0,0,0,11.0
swati kunj,0.24,netaji nagar,5333.0,Carpet area: 450 (41.81 sq.m.),2.0,1,0,4,North-East,New Property,South,,,450.0,0,0,0,0,0,0,0.0
rainbow residency,0.27,kudghat,3174.0,Super Built up area 850(78.97 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2,0,4,South-West,Undefined,West,850.0,,750.0,0,0,0,0,0,0,131.0
the orchid grandeur,1.25,rajarhat,5000.0,Super Built up area 2500(232.26 sq.m.)Carpet area: 2140 sq.ft. (198.81 sq.m.),3.0,3,3,2,,New Property,East,2500.0,,2140.0,1,1,0,0,0,0,49.0
takshaila apartment,0.28,ramgarh,4750.0,Carpet area: 600 (55.74 sq.m.),2.0,1,1,0,North,Old Property,South,,,600.0,0,0,0,0,0,0,12.0
karunamoyee housing society,0.7,salt lake,5932.0,Super Built up area 1250(116.13 sq.m.)Carpet area: 1180 sq.ft. (109.63 sq.m.),4.0,2,1,4,North-East,Old Property,North,1250.0,,1180.0,0,0,0,0,0,2,140.0
